Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TC_CURA_TestSuite_Login_01,Chrome 121.0.0.0,,,01-02-2024 13:20:10,01-02-2024 13:20:45,35.073s,PASSED
,,,,,,,
Test Cases/TC_CURA_Logins/TC_CURA_Login_01,Chrome 121.0.0.0,,,01-02-2024 13:20:11,01-02-2024 13:20:24,13.690s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,01-02-2024 13:20:11,01-02-2024 13:20:14,2.682s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 121.0.0.0,,,01-02-2024 13:20:14,01-02-2024 13:20:19,4.552s,PASSED
"click(findTestObject(""Object Repository/TC_CURA_Login_01_OR/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 121.0.0.0,,,01-02-2024 13:20:19,01-02-2024 13:20:20,1.124s,PASSED
"click(findTestObject(""Object Repository/TC_CURA_Login_01_OR/Page_CURA Healthcare Service/body_CURA Healthcare                       _fb9a78""))",Chrome 121.0.0.0,,,01-02-2024 13:20:20,01-02-2024 13:20:20,0.621s,PASSED
"click(findTestObject(""Object Repository/TC_CURA_Login_01_OR/Page_CURA Healthcare Service/input_username""))",Chrome 121.0.0.0,,,01-02-2024 13:20:20,01-02-2024 13:20:21,0.474s,PASSED
"click(findTestObject(""Object Repository/TC_CURA_Login_01_OR/Page_CURA Healthcare Service/body_CURA Healthcare                       _fb9a78_1""))",Chrome 121.0.0.0,,,01-02-2024 13:20:21,01-02-2024 13:20:21,0.436s,PASSED
"setText(findTestObject(""Object Repository/TC_CURA_Login_01_OR/Page_CURA Healthcare Service/input_username""), ""John Doe"")",Chrome 121.0.0.0,,,01-02-2024 13:20:21,01-02-2024 13:20:22,0.955s,PASSED
"setEncryptedText(findTestObject(""Object Repository/TC_CURA_Login_01_OR/Page_CURA Healthcare Service/input_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 121.0.0.0,,,01-02-2024 13:20:22,01-02-2024 13:20:23,0.608s,PASSED
"click(findTestObject(""Object Repository/TC_CURA_Login_01_OR/Page_CURA Healthcare Service/button_Login""))",Chrome 121.0.0.0,,,01-02-2024 13:20:23,01-02-2024 13:20:24,1.090s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,01-02-2024 13:20:24,01-02-2024 13:20:24,0.483s,PASSED
,,,,,,,
Test Cases/TC_CURA_Logins/TC_CURA_Login_02,Chrome 121.0.0.0,,,01-02-2024 13:20:24,01-02-2024 13:20:34,9.145s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,01-02-2024 13:20:25,01-02-2024 13:20:25,0.899s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 121.0.0.0,,,01-02-2024 13:20:25,01-02-2024 13:20:28,2.505s,PASSED
"click(findTestObject(""Object Repository/TC_CURA_Login_02_OR/Page_CURA Healthcare Service/i_fa fa-bars""))",Chrome 121.0.0.0,,,01-02-2024 13:20:28,01-02-2024 13:20:28,0.526s,PASSED
"click(findTestObject(""Object Repository/TC_CURA_Login_02_OR/Page_CURA Healthcare Service/a_Login""))",Chrome 121.0.0.0,,,01-02-2024 13:20:28,01-02-2024 13:20:29,0.851s,PASSED
"click(findTestObject(""Object Repository/TC_CURA_Login_02_OR/Page_CURA Healthcare Service/input_username""))",Chrome 121.0.0.0,,,01-02-2024 13:20:29,01-02-2024 13:20:30,0.567s,PASSED
"click(findTestObject(""Object Repository/TC_CURA_Login_02_OR/Page_CURA Healthcare Service/body_CURA Healthcare                       _fb9a78""))",Chrome 121.0.0.0,,,01-02-2024 13:20:30,01-02-2024 13:20:30,0.425s,PASSED
"setText(findTestObject(""Object Repository/TC_CURA_Login_02_OR/Page_CURA Healthcare Service/input_username""), ""John Doe123"")",Chrome 121.0.0.0,,,01-02-2024 13:20:30,01-02-2024 13:20:31,0.844s,PASSED
"setEncryptedText(findTestObject(""Object Repository/TC_CURA_Login_02_OR/Page_CURA Healthcare Service/input_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 121.0.0.0,,,01-02-2024 13:20:31,01-02-2024 13:20:32,0.473s,PASSED
"click(findTestObject(""Object Repository/TC_CURA_Login_02_OR/Page_CURA Healthcare Service/button_Login""))",Chrome 121.0.0.0,,,01-02-2024 13:20:32,01-02-2024 13:20:33,1.513s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,01-02-2024 13:20:33,01-02-2024 13:20:34,0.429s,PASSED
,,,,,,,
Test Cases/TC_CURA_Logins/TC_CURA_Login_03,Chrome 121.0.0.0,,,01-02-2024 13:20:34,01-02-2024 13:20:45,11.794s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,01-02-2024 13:20:34,01-02-2024 13:20:35,0.845s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 121.0.0.0,,,01-02-2024 13:20:35,01-02-2024 13:20:39,4.294s,PASSED
"click(findTestObject(""Object Repository/TC_CURA_Login_03_OR/Page_CURA Healthcare Service/i_fa fa-bars""))",Chrome 121.0.0.0,,,01-02-2024 13:20:39,01-02-2024 13:20:39,0.390s,PASSED
"click(findTestObject(""Object Repository/TC_CURA_Login_03_OR/Page_CURA Healthcare Service/a_Login""))",Chrome 121.0.0.0,,,01-02-2024 13:20:39,01-02-2024 13:20:42,2.430s,PASSED
"click(findTestObject(""Object Repository/TC_CURA_Login_03_OR/Page_CURA Healthcare Service/input_username""))",Chrome 121.0.0.0,,,01-02-2024 13:20:42,01-02-2024 13:20:42,0.453s,PASSED
"click(findTestObject(""Object Repository/TC_CURA_Login_03_OR/Page_CURA Healthcare Service/body_CURA Healthcare                       _fb9a78""))",Chrome 121.0.0.0,,,01-02-2024 13:20:42,01-02-2024 13:20:43,0.426s,PASSED
"setText(findTestObject(""Object Repository/TC_CURA_Login_03_OR/Page_CURA Healthcare Service/input_username""), ""John Doe"")",Chrome 121.0.0.0,,,01-02-2024 13:20:43,01-02-2024 13:20:43,0.831s,PASSED
"setEncryptedText(findTestObject(""Object Repository/TC_CURA_Login_03_OR/Page_CURA Healthcare Service/input_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 121.0.0.0,,,01-02-2024 13:20:43,01-02-2024 13:20:44,0.668s,PASSED
"click(findTestObject(""Object Repository/TC_CURA_Login_03_OR/Page_CURA Healthcare Service/button_Login""))",Chrome 121.0.0.0,,,01-02-2024 13:20:44,01-02-2024 13:20:45,0.990s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,01-02-2024 13:20:45,01-02-2024 13:20:45,0.376s,PASSED
